1986-01-01,9034.0
1986-02-01,9596.0
1986-03-01,10558.0
1986-04-01,9002.0
1986-05-01,9239.0
1986-06-01,8951.0
1986-07-01,9668.0
1986-08-01,10188.0
1986-09-01,9896.0
1986-10-01,10649.0
1986-11-01,8917.0
1986-12-01,8196.0
1987-01-01,10768.0
1987-02-01,12220.0
1987-03-01,14463.0
1987-04-01,12944.0
1987-05-01,11001.0
1987-06-01,11000.0
1987-07-01,11876.0
1987-08-01,13021.0
1987-09-01,13494.0
1987-10-01,14041.0
1987-11-01,11312.0
1987-12-01,10362.0
1988-01-01,12533.0
1988-02-01,14343.0
1988-03-01,14676.0
1988-04-01,12253.0
1988-05-01,11840.0
1988-06-01,12018.0
1988-07-01,11819.0
1988-08-01,12453.0
1988-09-01,12309.0
1988-10-01,13005.0
1988-11-01,11815.0
1988-12-01,10496.0
1989-01-01,13996.0
1989-02-01,15158.0
1989-03-01,15587.0
1989-04-01,14615.0
1989-05-01,14792.0
1989-06-01,14373.0
1989-07-01,14573.0
1989-08-01,14385.0
1989-09-01,15607.0
1989-10-01,15978.0
1989-11-01,14436.0
1989-12-01,12794.0
1990-01-01,15771.0
1990-02-01,16476.0
1990-03-01,16420.0
1990-04-01,15444.0
1990-05-01,16118.0
1990-06-01,15158.0
1990-07-01,15214.0
1990-08-01,16257.0
1990-09-01,15287.0
1990-10-01,15212.0
1990-11-01,13488.0
1990-12-01,12300.0
1991-01-01,15794.0
1991-02-01,17113.0
1991-03-01,17536.0
1991-04-01,15914.0
1991-05-01,16716.0
1991-06-01,15983.0
1991-07-01,16878.0
1991-08-01,17893.0
1991-09-01,16697.0
1991-10-01,18546.0
1991-11-01,15486.0
1991-12-01,15253.0
1992-01-01,18698.0
1992-02-01,21100.0
1992-03-01,22425.0
1992-04-01,19923.0
1992-05-01,19454.0
1992-06-01,18874.0
1992-07-01,19676.0
1992-08-01,19559.0
1992-09-01,19500.0
1992-10-01,19615.0
1992-11-01,16814.0
1992-12-01,15698.0
1993-01-01,20273.0
1993-02-01,20774.0
1993-03-01,21309.0
1993-04-01,19377.0
1993-05-01,19211.0
1993-06-01,19103.0
1993-07-01,20086.0
1993-08-01,19758.0
1993-09-01,19162.0
1993-10-01,19371.0
1993-11-01,17709.0
1993-12-01,17342.0
1994-01-01,18772.0
1994-02-01,19363.0
